304881.500,6187888.500,81.177
304881.500,6187885.500,81.22
304881.500,6187882.500,81.266
304881.500,6187879.500,81.33
304881.500,6187876.500,81.393
304881.500,6187873.500,81.365
304881.500,6187870.500,81.386
304881.500,6187867.500,81.411
304881.500,6187864.500,81.272
304881.500,6187861.500,81.083
304881.500,6187858.500,80.891
304881.500,6187855.500,80.717
304881.500,6187852.500,80.578
304881.500,6187849.500,80.461
304881.500,6187846.500,80.35
304881.500,6187843.500,80.239
304881.500,6187840.500,80.092
304881.500,6187837.500,79.822
304881.500,6187834.500,79.528
304881.500,6187831.500,79.221
304881.500,6187828.500,78.872
304881.500,6187825.500,78.478
304881.500,6187822.500,78.063
304881.500,6187819.500,77.635
304881.500,6187816.500,77.172
304881.500,6187813.500,76.49
304881.500,6187810.500,75.748
304881.500,6187807.500,74.979
304881.500,6187804.500,74.172
304881.500,6187801.500,73.343
304881.500,6187798.500,72.535
304881.500,6187795.500,71.773
304881.500,6187792.500,71.149
304881.500,6187789.500,70.801
304881.500,6187786.500,70.768
304881.500,6187783.500,70.788
304881.500,6187780.500,70.842
304881.500,6187777.500,70.985
304881.500,6187774.500,71.252
304881.500,6187771.500,71.674
304881.500,6187768.500,72.332
304881.500,6187765.500,72.993
304881.500,6187762.500,73.641
304881.500,6187759.500,74.325
304881.500,6187756.500,75.128
304881.500,6187753.500,76.117
304881.500,6187750.500,76.982
304881.500,6187747.500,77.532
304881.500,6187744.500,78.044
304881.500,6187741.500,78.509
304881.500,6187738.500,78.821
304881.500,6187735.500,79.193
304881.500,6187732.500,79.561
304881.500,6187729.500,79.79
304881.500,6187726.500,79.912
304881.500,6187723.500,80.003
304881.500,6187720.500,80.091
304881.500,6187717.500,80.17
304881.500,6187714.500,80.221
304881.500,6187711.500,80.185
304884.500,6187888.500,81.568
304884.500,6187885.500,81.618
304884.500,6187882.500,81.654
304884.500,6187879.500,81.676
304884.500,6187876.500,81.68
304884.500,6187873.500,81.73
304884.500,6187870.500,81.81
304884.500,6187867.500,81.868
304884.500,6187864.500,81.716
304884.500,6187861.500,81.506
304884.500,6187858.500,81.291
304884.500,6187855.500,81.097
304884.500,6187852.500,80.935
304884.500,6187849.500,80.789
304884.500,6187846.500,80.67
304884.500,6187843.500,80.544
304884.500,6187840.500,80.39
304884.500,6187837.500,80.154
304884.500,6187834.500,79.896
304884.500,6187831.500,79.606
304884.500,6187828.500,79.254
304884.500,6187825.500,78.851
304884.500,6187822.500,78.441
304884.500,6187819.500,78.02
304884.500,6187816.500,77.577
304884.500,6187813.500,76.901
304884.500,6187810.500,76.229
304884.500,6187807.500,75.546
304884.500,6187804.500,74.793
304884.500,6187801.500,73.983
304884.500,6187798.500,73.214
304884.500,6187795.500,72.588
304884.500,6187792.500,72.109
304884.500,6187789.500,71.711
304884.500,6187786.500,71.617
304884.500,6187783.500,71.632
304884.500,6187780.500,71.749
304884.500,6187777.500,71.946
304884.500,6187774.500,72.224
304884.500,6187771.500,72.672
304884.500,6187768.500,73.348
304884.500,6187765.500,74.009
304884.500,6187762.500,74.692
304884.500,6187759.500,75.395
304884.500,6187756.500,76.192
304884.500,6187753.500,77.039
304884.500,6187750.500,77.734
304884.500,6187747.500,78.214
304884.500,6187744.500,78.664
304884.500,6187741.500,79.008
304884.500,6187738.500,79.277
304884.500,6187735.500,79.581
304884.500,6187732.500,79.893
304884.500,6187729.500,80.089
304884.500,6187726.500,80.217
